epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,392.751,0.65585,0.4198,0.79843,0.76379,0.76621,0.82496,0.59615,0.57577,0.38878,0.79234,0.00068075,0.00068075,0.00068075
48,400.591,0.654,0.41686,0.79873,0.78433,0.78867,0.84467,0.60743,0.55965,0.37958,0.79128,0.000668375,0.000668375,0.000668375
49,408.468,0.65354,0.4224,0.79736,0.78489,0.77255,0.8328,0.59528,0.57076,0.39274,0.79343,0.000656,0.000656,0.000656
50,416.356,0.65173,0.41862,0.79617,0.79106,0.76267,0.82695,0.59409,0.57058,0.38946,0.79306,0.000643625,0.000643625,0.000643625
51,424.348,0.63996,0.41593,0.7972,0.75669,0.78571,0.8249,0.59763,0.56745,0.3881,0.79232,0.00063125,0.00063125,0.00063125
52,431.867,0.64162,0.41279,0.79738,0.79226,0.75939,0.83573,0.60691,0.56399,0.3803,0.7918,0.000618875,0.000618875,0.000618875
53,439.428,0.65395,0.41508,0.79779,0.79141,0.77206,0.83337,0.59988,0.57127,0.38476,0.79136,0.0006065,0.0006065,0.0006065
54,446.859,0.63838,0.40831,0.79703,0.81152,0.75254,0.83782,0.61048,0.56329,0.37859,0.79074,0.000594125,0.000594125,0.000594125
55,455.138,0.63963,0.4061,0.79478,0.77326,0.79482,0.8403,0.60432,0.56154,0.37738,0.79001,0.00058175,0.00058175,0.00058175
56,463.323,0.62881,0.40591,0.79707,0.7976,0.76516,0.83881,0.59591,0.57531,0.38918,0.79106,0.000569375,0.000569375,0.000569375
57,471.122,0.63013,0.40453,0.79564,0.76812,0.79883,0.82962,0.59799,0.55921,0.37846,0.79127,0.000557,0.000557,0.000557
58,478.98,0.64756,0.41054,0.79602,0.80161,0.75956,0.83544,0.60396,0.57171,0.38103,0.79198,0.000544625,0.000544625,0.000544625
59,487.124,0.6412,0.40559,0.79467,0.78208,0.80138,0.8503,0.61077,0.55746,0.37254,0.79,0.00053225,0.00053225,0.00053225
60,495.101,0.64144,0.40487,0.79771,0.79974,0.79423,0.8509,0.61007,0.55618,0.36841,0.79008,0.000519875,0.000519875,0.000519875
61,503.014,0.64286,0.40669,0.79609,0.80922,0.7606,0.84377,0.60622,0.5592,0.37322,0.79018,0.0005075,0.0005075,0.0005075
62,510.917,0.63039,0.39948,0.79515,0.80092,0.77529,0.84339,0.60695,0.55935,0.37324,0.79077,0.000495125,0.000495125,0.000495125
63,518.786,0.62371,0.3934,0.79714,0.79085,0.78081,0.84674,0.60739,0.54984,0.36746,0.79023,0.00048275,0.00048275,0.00048275
64,526.642,0.63048,0.39784,0.79472,0.77733,0.7987,0.84627,0.60744,0.55599,0.37119,0.78998,0.000470375,0.000470375,0.000470375
65,534.451,0.62204,0.39493,0.79597,0.76564,0.79094,0.83119,0.61245,0.54852,0.36771,0.79028,0.000458,0.000458,0.000458
66,542.371,0.62743,0.3927,0.7953,0.76813,0.79641,0.83845,0.61555,0.54941,0.36674,0.79018,0.000445625,0.000445625,0.000445625
67,550.247,0.6206,0.39297,0.79446,0.76538,0.78088,0.83307,0.59909,0.5719,0.37526,0.79107,0.00043325,0.00043325,0.00043325
68,558.445,0.61781,0.38977,0.7959,0.78789,0.79278,0.84771,0.61045,0.55072,0.36917,0.78957,0.000420875,0.000420875,0.000420875
69,566.35,0.61713,0.39041,0.79435,0.77567,0.8188,0.85022,0.61801,0.5496,0.36411,0.7904,0.0004085,0.0004085,0.0004085
70,574.325,0.61503,0.38963,0.79371,0.7667,0.83079,0.85182,0.61313,0.55511,0.36444,0.79093,0.000396125,0.000396125,0.000396125
71,582.22,0.6077,0.38711,0.7954,0.78597,0.79526,0.84227,0.6168,0.54803,0.36621,0.78986,0.00038375,0.00038375,0.00038375
72,590.128,0.62265,0.39009,0.79528,0.81365,0.79498,0.85426,0.61589,0.54453,0.36401,0.78848,0.000371375,0.000371375,0.000371375
73,598.215,0.61277,0.38471,0.7942,0.79152,0.79262,0.84722,0.62012,0.54363,0.36164,0.78878,0.000359,0.000359,0.000359
74,606.154,0.6095,0.38394,0.79361,0.78147,0.80391,0.84897,0.61509,0.54772,0.36627,0.78878,0.000346625,0.000346625,0.000346625
75,614.076,0.60867,0.38265,0.79409,0.75852,0.80773,0.84861,0.61761,0.54403,0.36474,0.78969,0.00033425,0.00033425,0.00033425
76,622.045,0.60847,0.38215,0.79384,0.78203,0.80909,0.85454,0.61737,0.54165,0.36075,0.78846,0.000321875,0.000321875,0.000321875
77,629.946,0.60806,0.38322,0.79287,0.78607,0.7978,0.84129,0.61368,0.54169,0.36037,0.78931,0.0003095,0.0003095,0.0003095
78,638.005,0.61192,0.3846,0.79525,0.80492,0.78704,0.85368,0.6176,0.54783,0.36312,0.78941,0.000297125,0.000297125,0.000297125
79,646.309,0.61325,0.38307,0.79319,0.7955,0.79676,0.84725,0.61761,0.54122,0.35786,0.78928,0.00028475,0.00028475,0.00028475
80,654.454,0.60883,0.37825,0.79227,0.79617,0.81281,0.85176,0.62432,0.53839,0.35494,0.78941,0.000272375,0.000272375,0.000272375
81,662.375,0.60404,0.37744,0.79206,0.77935,0.80952,0.84976,0.61962,0.53718,0.35337,0.78944,0.00026,0.00026,0.00026
82,670.259,0.60688,0.37942,0.79249,0.78672,0.80687,0.85038,0.61602,0.53949,0.35825,0.78842,0.000247625,0.000247625,0.000247625
83,678.267,0.60272,0.37613,0.79363,0.79971,0.81155,0.85185,0.62072,0.54019,0.35582,0.78893,0.00023525,0.00023525,0.00023525
84,686.053,0.59406,0.37293,0.79142,0.80803,0.79393,0.85127,0.61941,0.53779,0.35523,0.78959,0.000222875,0.000222875,0.000222875
85,693.907,0.59963,0.37464,0.79326,0.81002,0.791,0.85014,0.61861,0.53765,0.35583,0.78928,0.0002105,0.0002105,0.0002105
86,701.765,0.60094,0.37377,0.79308,0.80451,0.78978,0.85068,0.621,0.53671,0.35236,0.78922,0.000198125,0.000198125,0.000198125
87,709.719,0.58748,0.36795,0.78999,0.81194,0.77828,0.84467,0.62126,0.53709,0.35243,0.7897,0.00018575,0.00018575,0.00018575
88,717.605,0.59147,0.3688,0.79205,0.78876,0.80823,0.84948,0.62326,0.5312,0.34846,0.78886,0.000173375,0.000173375,0.000173375
89,725.508,0.58892,0.36576,0.79101,0.78603,0.81223,0.85069,0.62582,0.53394,0.34966,0.7883,0.000161,0.000161,0.000161
90,733.383,0.59213,0.36791,0.79344,0.8167,0.78172,0.85113,0.62448,0.52829,0.35176,0.78845,0.000148625,0.000148625,0.000148625
91,761.489,0.57484,0.3771,0.78977,0.7801,0.80359,0.84382,0.61127,0.54525,0.36116,0.78976,0.00013625,0.00013625,0.00013625
92,768.406,0.56467,0.36477,0.78735,0.79259,0.77067,0.84218,0.6167,0.54309,0.36006,0.78833,0.000123875,0.000123875,0.000123875
93,775.263,0.55584,0.35699,0.78662,0.79546,0.79983,0.85114,0.61936,0.54093,0.35409,0.78797,0.0001115,0.0001115,0.0001115
94,782.063,0.55918,0.35718,0.78703,0.76819,0.82665,0.84745,0.6151,0.54006,0.35529,0.78804,9.9125e-05,9.9125e-05,9.9125e-05
95,788.971,0.55319,0.35374,0.78706,0.7771,0.81291,0.84313,0.61885,0.53331,0.35141,0.78786,8.675e-05,8.675e-05,8.675e-05
96,795.772,0.55327,0.35308,0.78613,0.77072,0.8035,0.84227,0.61803,0.53455,0.35393,0.78785,7.4375e-05,7.4375e-05,7.4375e-05
97,802.598,0.54937,0.34824,0.78619,0.79096,0.79972,0.84511,0.61584,0.53066,0.35158,0.78749,6.2e-05,6.2e-05,6.2e-05
98,809.437,0.5481,0.34678,0.78699,0.7796,0.82215,0.85157,0.61899,0.52998,0.34852,0.78772,4.9625e-05,4.9625e-05,4.9625e-05
99,816.213,0.54529,0.34683,0.78737,0.78025,0.81836,0.85308,0.62537,0.52864,0.34875,0.7877,3.725e-05,3.725e-05,3.725e-05
100,823.055,0.54049,0.34214,0.78526,0.7772,0.81661,0.8497,0.62248,0.5308,0.34802,0.78763,2.4875e-05,2.4875e-05,2.4875e-05
